"protein","ism_activator_ratio","ism_repressor_ratio","isa_activator_ratio","isa_repressor_ratio","ism_defined","isa_defined"
"VDR",0.172839506172839,0.172839506172839,0.45679012345679,0.469135802469136,"unknown","unknown"
"VEZF1",0.20627802690583,0.237668161434978,0.452914798206278,0.502242152466368,"unknown","repressor"
"WT1",0.195882920553233,0.170472820842715,0.583145706014796,0.394982309424252,"unknown","activator"
"XBP1",0.145454545454545,0.154545454545455,0.863636363636364,0.136363636363636,"unknown","activator"
"YY1",0.193181818181818,0.168181818181818,0.836363636363636,0.134090909090909,"unknown","activator"
"YY2",0.161354581673307,0.188247011952191,0.938247011952191,0.0547808764940239,"unknown","activator"
"ZBED1",0.125,0.0833333333333333,0.875,0.125,"unknown","activator"
"ZBTB12",0.192513368983957,0.20855614973262,0.46524064171123,0.438502673796791,"unknown","unknown"
"ZBTB14",0.157474600870827,0.17343976777939,0.667634252539913,0.324383164005806,"unknown","activator"
"ZBTB18",0.1,0.125,0.4,0.50625,"unknown","repressor"
"ZBTB26",0.145228215767635,0.141078838174274,0.564315352697095,0.33195020746888,"unknown","activator"
"ZBTB33",0.19645732689211,0.154589371980676,0.8743961352657,0.120772946859903,"unknown","activator"
"ZBTB6",0.0920770877944325,0.12847965738758,0.464668094218415,0.438972162740899,"unknown","unknown"
"ZBTB7A",0.159717314487633,0.114487632508834,0.920141342756184,0.0720848056537102,"unknown","activator"
"ZBTB7B",0.136094674556213,0.159763313609467,0.591715976331361,0.378698224852071,"unknown","activator"
"ZEB1",0.211034482758621,0.171034482758621,0.428965517241379,0.544827586206897,"unknown","repressor"
"ZFX",0.189708617482951,0.180409175449473,0.624612523248605,0.348109113453193,"unknown","activator"
"ZIC2",0.172794117647059,0.158088235294118,0.448529411764706,0.476102941176471,"unknown","unknown"
"ZIC5",0.133448873483536,0.143847487001733,0.554592720970537,0.431542461005199,"unknown","activator"
"ZKSCAN1",0.180722891566265,0.132530120481928,0.578313253012048,0.313253012048193,"unknown","activator"
"ZKSCAN3",0.13031914893617,0.143617021276596,0.601063829787234,0.353723404255319,"unknown","activator"
"ZKSCAN5",0.18942731277533,0.167400881057269,0.674008810572687,0.296622613803231,"unknown","activator"
"ZNF136",0.123456790123457,0.123456790123457,0.518518518518518,0.358024691358025,"unknown","activator"
"ZNF140",0.133858267716535,0.133858267716535,0.700787401574803,0.259842519685039,"unknown","activator"
"ZNF143",0.158730158730159,0.156084656084656,0.791005291005291,0.19047619047619,"unknown","activator"
"ZNF148",0.184644670050761,0.151649746192893,0.58248730964467,0.399746192893401,"unknown","activator"
"ZNF16",0.122448979591837,0.0748299319727891,0.557823129251701,0.421768707482993,"unknown","activator"
"ZNF189",0.111553784860558,0.111553784860558,0.533864541832669,0.386454183266932,"unknown","activator"
"ZNF211",0.0277777777777778,0.138888888888889,0.444444444444444,0.305555555555556,"unknown","unknown"
"ZNF24",0.123552123552124,0.083011583011583,0.256756756756757,0.662162162162162,"unknown","repressor"
"ZNF257",0.186925434116445,0.14708886618999,0.535240040858018,0.40755873340143,"unknown","activator"
"ZNF263",0.156521739130435,0.158893280632411,0.572332015810277,0.391304347826087,"unknown","activator"
"ZNF274",0.0900900900900901,0.153153153153153,0.495495495495495,0.387387387387387,"unknown","unknown"
"ZNF281",0.183791801510248,0.152777777777778,0.598840345199569,0.381067961165049,"unknown","activator"
"ZNF282",0.19047619047619,0.160714285714286,0.601190476190476,0.351190476190476,"unknown","activator"
"ZNF317",0.138888888888889,0.236111111111111,0.444444444444444,0.430555555555556,"unknown","unknown"
"ZNF320",0.131428571428571,0.113142857142857,0.648761904761905,0.332571428571429,"unknown","activator"
"ZNF324",0.134831460674157,0.0786516853932584,0.539325842696629,0.382022471910112,"unknown","activator"
"ZNF331",0.191780821917808,0.156555772994129,0.50293542074364,0.446183953033268,"unknown","activator"
"ZNF341",0.123348017621145,0.136563876651982,0.594713656387665,0.325991189427313,"unknown","activator"
"ZNF343",0.116525423728814,0.165254237288136,0.741525423728814,0.25,"unknown","activator"
"ZNF354A",0.115479115479115,0.122850122850123,0.520884520884521,0.402948402948403,"unknown","activator"
"ZNF384",0.142913231252454,0.172097892945949,0.475330454129041,0.437377306635257,"unknown","unknown"
"ZNF410",0.138461538461538,0.169230769230769,0.492307692307692,0.338461538461538,"unknown","unknown"
"ZNF416",0.160919540229885,0.224137931034483,0.35632183908046,0.511494252873563,"unknown","repressor"
"ZNF417",0.152610441767068,0.132530120481928,0.654618473895582,0.345381526104418,"unknown","activator"
"ZNF449",0.173441734417344,0.184281842818428,0.544715447154472,0.425474254742547,"unknown","activator"
"ZNF460",0.116102978293791,0.12771327612317,0.524482584553256,0.423018677435639,"unknown","activator"
"ZNF528",0.144262295081967,0.160655737704918,0.59672131147541,0.354098360655738,"unknown","activator"
"ZNF530",0.163064833005894,0.128356254092993,0.602161100196464,0.37426326129666,"unknown","activator"
"ZNF574",0.155589123867069,0.148036253776435,0.681268882175227,0.305135951661631,"unknown","activator"
"ZNF582",0.388888888888889,0,0.666666666666667,0.277777777777778,"unknown","activator"
"ZNF652",0.139072847682119,0.132450331125828,0.56953642384106,0.350993377483444,"unknown","activator"
"ZNF669",0.18716577540107,0.160427807486631,0.518716577540107,0.454545454545455,"unknown","activator"
"ZNF675",0.129277566539924,0.11787072243346,0.585551330798479,0.349809885931559,"unknown","activator"
"ZNF680",0.166666666666667,0.140625,0.447916666666667,0.416666666666667,"unknown","unknown"
"ZNF684",0.139423076923077,0.144230769230769,0.673076923076923,0.298076923076923,"unknown","activator"
"ZNF692",0.217983651226158,0.252043596730245,0.438692098092643,0.513623978201635,"unknown","repressor"
"ZNF701",0.136064374542794,0.144842721287491,0.613752743233358,0.360643745427944,"unknown","activator"
"ZNF707",0.155606407322654,0.137299771167048,0.553775743707094,0.418764302059497,"unknown","activator"
"ZNF708",0.0991501416430595,0.155807365439093,0.614730878186969,0.345609065155807,"unknown","activator"
"ZNF740",0.16894018887723,0.122770199370409,0.479013641133263,0.497376705141658,"unknown","unknown"
"ZNF75D",0.193548387096774,0.129032258064516,0.456221198156682,0.470046082949309,"unknown","unknown"
"ZNF76",0.186018957345972,0.167061611374408,0.838862559241706,0.146919431279621,"unknown","activator"
"ZNF768",0.170846394984326,0.142633228840125,0.545454545454545,0.398119122257053,"unknown","activator"
"ZNF784",0.159420289855072,0.217391304347826,0.710144927536232,0.231884057971014,"unknown","activator"
"ZNF8",0.0967741935483871,0.0967741935483871,0.419354838709677,0.451612903225806,"unknown","unknown"
"ZNF816",0.15009746588694,0.144249512670565,0.522417153996101,0.434697855750487,"unknown","activator"
"ZNF93",0.119497508305648,0.133928571428571,0.711482558139535,0.280107973421927,"unknown","activator"
"ZSCAN29",0.125,0.166666666666667,0.666666666666667,0.277777777777778,"unknown","activator"
"ZSCAN31",0.12396694214876,0.132231404958678,0.586776859504132,0.388429752066116,"unknown","activator"
